lead_id,channel_id,company,email,created_at,quality
LD-3649,CH-1,Black Mesa lead27,lead3648@sales.net,05-01-2026,cold
LD-3650,CH-5,  Initech lead28  ,lead3649@prospect.com,06-07-2026,warm
LD-3651,CH-2,Massive Dynamic lead29,LEAD3650@LEADS.IO,2026-02-27,cold
LD-3652,CH-6,Cyberdyne lead30,lead3651@leads.io,2025-03-10,hot
LD-3653,CH-8,Wonka lead31,lead3652@prospect.com,2026-10-22,cold
LD-3654,CH-8,  Massive Dynamic lead32  ,LEAD3653@LEADS.IO,03/02/2025,cold
LD-3655,CH-6,wayne enterprises lead33,lead3654@prospect.com,2025-05-22,HOT
LD-3656,CH-5,Wayne Enterprises lead34,  lead3655@prospect.com  ,06/12/2025,cold
LD-3657,CH-1,Acme Corp lead35,lead3656@sales.net,07-06-2026,cold
LD-3658,CH-3,Initech lead36,lead3657@leads.io,06-08-2025,hot
LD-3659,CH-7,Massive Dynamic lead37,  lead3658@leads.io  ,22-11-2026,warm
LD-3660,CH-5,  Pied Piper lead38  ,lead3659@sales.net,16-11-2026,hot
LD-3661,CH-4,  Oscorp lead39  ,lead3660@leads.io,2026-03-12,warm
LD-3662,CH-5,LexCorp lead40,lead3661@prospect.com,07/06/2025,cold
LD-3663,CH-8,oscorp lead41,LEAD3662@LEADS.IO,2025-02-02,HOT
LD-3664,CH-5,STARK INDUSTRIES LEAD42,lead3663@prospect.com,21-08-2026,hot
LD-3665,CH-5,INITECH LEAD43,lead3664@leads.io,2026-05-28,HOT
LD-3666,CH-4,Black Mesa lead44,lead3665@prospect.com,08/06/2025,cold
LD-3667,CH-8,INITECH LEAD45,lead3666@sales.net,12/11/2025,HOT
LD-3668,CH-2,Pied Piper lead46,lead3667@leads.io,06-06-2025,HOT
LD-3669,CH-5,  Umbrella Co lead47  ,lead3668@sales.net,2026-08-13,warm
LD-3670,CH-6,LexCorp lead48,LEAD3669@PROSPECT.COM,2026-01-11,warm
LD-3671,CH-5,Umbrella Co lead49,lead3670@sales.net,13-04-2025,warm
LD-3672,CH-5,cyberdyne lead50,LEAD3671@PROSPECT.COM,2026-12-10,cold
LD-3673,CH-6,weyland-yutani lead51,LEAD3672@SALES.NET,2026-12-13,cold
LD-3674,CH-7,Cyberdyne lead52,  lead3673@leads.io  ,2026-08-28,cold
LD-3675,CH-3,Massive Dynamic lead53,  lead3674@leads.io  ,2025-04-25,hot
LD-3676,CH-7,Weyland-Yutani lead54,LEAD3675@SALES.NET,2025-05-26,warm
LD-3677,CH-8,  Stark Industries lead55  ,lead3676@leads.io,2026-08-19,hot
LD-3678,CH-2,Vandelay lead56,lead3677@leads.io,2026-06-12,cold
LD-3679,CH-5,Wayne Enterprises lead57,LEAD3678@PROSPECT.COM,2026-09-20,hot
LD-3680,CH-7,Hooli lead58,  lead3679@sales.net  ,2026-02-03,hot
LD-3681,CH-3,Initech lead59,lead3680@sales.net,03/11/2026,warm
LD-3682,CH-1,  Cyberdyne lead60  ,lead3681@leads.io,2026-02-18,hot
LD-3683,CH-3,Stark Industries lead61,lead3682@sales.net,07/16/2025,HOT
LD-3684,CH-4,  Vandelay lead62  ,lead3683@leads.io,06/17/2026,HOT
LD-3685,CH-8,Acme Corp lead63,lead3684@sales.net,2026-08-23,HOT
LD-3686,CH-8,  Cyberdyne lead64  ,lead3685@leads.io,24-12-2025,HOT
LD-3687,CH-3,  Black Mesa lead65  ,lead3686@leads.io,02/19/2026,cold
LD-3688,CH-2,  LexCorp lead66  ,LEAD3687@SALES.NET,2025-12-11,HOT
LD-3689,CH-8,initech lead67,lead3688@prospect.com,2026-09-17,HOT
LD-3690,CH-8,Tyrell Corp lead68,lead3689@prospect.com,2026-12-06,cold
LD-3691,CH-8,Dunder Mifflin lead69,lead3690@leads.io,10-10-2025,warm
LD-3692,CH-6,Globex lead70,  lead3691@sales.net  ,19-10-2026,hot
LD-3693,CH-6,Vandelay lead0,lead3692@leads.io,01/24/2026,HOT
LD-3694,CH-5,wonka lead1,LEAD3693@PROSPECT.COM,2026-06-05,warm
LD-3695,CH-4,Wonka lead2,lead3694@sales.net,2025-05-15,hot
LD-3696,CH-6,Black Mesa lead3,lead3695@sales.net,2026-02-25,HOT
LD-3697,CH-5,Tyrell Corp lead4,lead3696@sales.net,2026-02-24,cold
LD-3698,CH-8,  Acme Corp lead5  ,LEAD3697@PROSPECT.COM,08-02-2026,HOT
LD-3699,CH-4,Dunder Mifflin lead6,LEAD3698@PROSPECT.COM,2025-07-20,HOT
LD-3700,CH-2,Stark Industries lead7,LEAD3699@SALES.NET,2025-06-11,HOT
LD-3701,CH-2,Blue Sun lead8,LEAD3700@PROSPECT.COM,2026-10-24,HOT
LD-3702,CH-8,Massive Dynamic lead9,lead3701@prospect.com,05-02-2025,cold
LD-3703,CH-6,WEYLAND-YUTANI LEAD10,  lead3702@leads.io  ,2026-04-16,warm
LD-3704,CH-8,  LexCorp lead11  ,lead3703@leads.io,2025-09-13,warm
LD-3705,CH-3,Pied Piper lead12,lead3704@sales.net,01/11/2025,HOT
LD-3706,CH-2,  Tyrell Corp lead13  ,  lead3705@sales.net  ,2026-08-17,warm
LD-3707,CH-1,CYBERDYNE LEAD14,LEAD3706@LEADS.IO,2025-01-11,hot
LD-3708,CH-4,  Oscorp lead15  ,lead3707@prospect.com,23-09-2026,hot
LD-3709,CH-3,INITECH LEAD16,LEAD3708@SALES.NET,2026-03-04,warm
LD-3710,CH-6,Tyrell Corp lead17,lead3709@leads.io,03/14/2025,warm
LD-3711,CH-7,HOOLI LEAD18,  lead3710@prospect.com  ,16-05-2026,warm
LD-3712,CH-6,STARK INDUSTRIES LEAD19,lead3711@prospect.com,08-07-2026,warm
LD-3713,CH-2,Blue Sun lead20,  lead3712@sales.net  ,25-05-2026,hot
LD-3714,CH-5,GLOBEX LEAD21,lead3713@sales.net,2025-08-19,warm
LD-3715,CH-1,Wonka lead22,lead3714@leads.io,17-02-2025,warm
LD-3716,CH-4,Aperture lead23,lead3715@sales.net,2025-01-21,warm
LD-3717,CH-8,  Globex lead24  ,lead3716@sales.net,2025-12-11,HOT
LD-3718,CH-7,Blue Sun lead25,lead3717@sales.net,2026-04-09,HOT
LD-3719,CH-5,Stark Industries lead26,  lead3718@leads.io  ,20-09-2026,cold
LD-3720,CH-6,MASSIVE DYNAMIC LEAD27,lead3719@leads.io,2025-09-01,hot
LD-3721,CH-2,MASSIVE DYNAMIC LEAD28,LEAD3720@LEADS.IO,12/21/2026,HOT
LD-3722,CH-4,Acme Corp lead29,lead3721@prospect.com,09/25/2025,cold
LD-3723,CH-7,  Black Mesa lead30  ,lead3722@prospect.com,07/08/2025,HOT
LD-3724,CH-7,Pied Piper lead31,lead3723@prospect.com,2026-03-07,HOT
LD-3725,CH-1,  Acme Corp lead32  ,lead3724@sales.net,10/22/2025,warm
LD-3726,CH-1,  Initech lead33  ,  lead3725@leads.io  ,2026-11-18,warm
LD-3727,CH-6,INITECH LEAD34,lead3726@leads.io,11/25/2026,cold
LD-3728,CH-2,Pied Piper lead35,lead3727@prospect.com,03-05-2026,warm
LD-3729,CH-3,Initech lead36,lead3728@leads.io,09-10-2025,hot
LD-3730,CH-7,  LexCorp lead37  ,  lead3729@sales.net  ,2025-04-24,HOT
LD-3731,CH-3,Initech lead38,lead3730@prospect.com,2026-06-13,hot
LD-3732,CH-6,initech lead39,lead3731@sales.net,11/24/2026,cold
LD-3733,CH-1,Wayne Enterprises lead40,lead3732@sales.net,2025-01-24,hot
LD-3734,CH-2,Oscorp lead41,lead3733@leads.io,10/21/2025,warm
LD-3735,CH-5,Pied Piper lead42,lead3734@prospect.com,08-06-2025,cold
LD-3736,CH-5,WEYLAND-YUTANI LEAD43,  lead3735@sales.net  ,10/22/2025,HOT
LD-3737,CH-5,HOOLI LEAD44,lead3736@sales.net,2025-09-04,warm
LD-3738,CH-4,APERTURE LEAD45,  lead3737@prospect.com  ,2026-02-07,cold
LD-3739,CH-3,Cyberdyne lead46,  lead3738@leads.io  ,2026-09-24,hot
LD-3740,CH-6,Umbrella Co lead47,LEAD3739@SALES.NET,11/01/2025,HOT
LD-3741,CH-7,Massive Dynamic lead48,  lead3740@sales.net  ,04/15/2025,cold
LD-3742,CH-1,Oscorp lead49,lead3741@leads.io,08-05-2025,cold
LD-3743,CH-2,Oscorp lead50,lead3742@leads.io,2025-10-09,HOT
LD-3744,CH-2,Globex lead51,lead3743@prospect.com,2026-11-09,warm
LD-3745,CH-7,Vandelay lead52,  lead3744@leads.io  ,12/01/2026,cold
LD-3746,CH-4,Dunder Mifflin lead53,  lead3745@sales.net  ,05/13/2026,cold
LD-3747,CH-2,APERTURE LEAD54,  lead3746@sales.net  ,2025-05-27,cold
LD-3748,CH-4,initech lead55,lead3747@leads.io,2025-03-20,warm
LD-3749,CH-5,Blue Sun lead56,  lead3748@sales.net  ,09/11/2026,cold
LD-3750,CH-5,Umbrella Co lead57,lead3749@prospect.com,11-11-2025,hot
LD-3751,CH-6,GLOBEX LEAD58,LEAD3750@PROSPECT.COM,04-07-2025,HOT
LD-3752,CH-2,  Umbrella Co lead59  ,lead3751@prospect.com,2025-07-25,hot
LD-3753,CH-5,WAYNE ENTERPRISES LEAD60,lead3752@leads.io,02/27/2025,hot
LD-3754,CH-7,MASSIVE DYNAMIC LEAD61,lead3753@prospect.com,2026-02-15,cold
LD-3755,CH-3,  Blue Sun lead62  ,lead3754@prospect.com,2026-01-02,HOT
LD-3756,CH-8,pied piper lead63,lead3755@prospect.com,07/20/2025,warm
LD-3757,CH-8,stark industries lead64,lead3756@sales.net,07/12/2025,cold
LD-3758,CH-4,  Wayne Enterprises lead65  ,LEAD3757@SALES.NET,07/08/2025,warm
LD-3759,CH-2,cyberdyne lead66,lead3758@leads.io,2025-04-08,HOT
LD-3760,CH-6,PIED PIPER LEAD67,LEAD3759@SALES.NET,2025-10-23,hot
LD-3761,CH-8,Hooli lead68,lead3760@sales.net,2026-03-25,hot
LD-3762,CH-4,vandelay lead69,lead3761@prospect.com,12/15/2026,HOT
LD-3763,CH-2,OSCORP LEAD70,lead3762@sales.net,07/23/2025,HOT
LD-3764,CH-1,  Globex lead0  ,LEAD3763@LEADS.IO,11/24/2026,warm
LD-3765,CH-6,WONKA LEAD1,lead3764@leads.io,01/18/2026,warm
LD-3766,CH-7,Massive Dynamic lead2,  lead3765@sales.net  ,02-04-2025,warm
LD-3767,CH-4,CYBERDYNE LEAD3,  lead3766@leads.io  ,2025-09-04,hot
LD-3768,CH-7,Blue Sun lead4,LEAD3767@PROSPECT.COM,2025-03-19,cold
LD-3769,CH-2,  Vandelay lead5  ,lead3768@leads.io,05/13/2025,cold
LD-3770,CH-1,dunder mifflin lead6,lead3769@prospect.com,2026-02-12,HOT
LD-3771,CH-1,Blue Sun lead7,lead3770@prospect.com,2026-06-20,warm
LD-3772,CH-5,aperture lead8,  lead3771@prospect.com  ,2026-04-17,warm
LD-3773,CH-6,Massive Dynamic lead9,  lead3772@prospect.com  ,07-03-2026,HOT
LD-3774,CH-5,Oscorp lead10,lead3773@leads.io,01/04/2025,warm
LD-3775,CH-5,VANDELAY LEAD11,lead3774@leads.io,07/21/2025,HOT
LD-3776,CH-7,pied piper lead12,lead3775@sales.net,21-01-2025,hot
LD-3777,CH-7,Blue Sun lead13,lead3776@leads.io,2025-09-27,warm
LD-3778,CH-6,Acme Corp lead14,  lead3777@leads.io  ,2025-07-07,cold
LD-3779,CH-8,  Oscorp lead15  ,lead3778@leads.io,2026-01-06,hot
LD-3780,CH-5,Dunder Mifflin lead16,lead3779@sales.net,04/28/2025,cold
LD-3781,CH-6,  Pied Piper lead17  ,  lead3780@sales.net  ,05-08-2025,HOT
LD-3782,CH-6,LexCorp lead18,lead3781@sales.net,05/11/2026,warm
LD-3783,CH-6,lexcorp lead19,lead3782@prospect.com,2026-01-22,warm
LD-3784,CH-1,Oscorp lead20,  lead3783@leads.io  ,16-06-2026,HOT
LD-3785,CH-4,  Acme Corp lead21  ,lead3784@sales.net,09/28/2025,cold
LD-3786,CH-2,WEYLAND-YUTANI LEAD22,lead3785@sales.net,2025-01-20,hot
LD-3787,CH-3,GLOBEX LEAD23,lead3786@sales.net,27-01-2025,HOT
LD-3788,CH-7,Globex lead24,lead3787@prospect.com,21-11-2026,HOT
LD-3789,CH-2,ACME CORP LEAD25,  lead3788@prospect.com  ,2026-12-12,cold
LD-3790,CH-6,hooli lead26,LEAD3789@PROSPECT.COM,2025-11-24,cold
LD-3791,CH-2,Initech lead27,LEAD3790@LEADS.IO,2026-06-23,cold
LD-3792,CH-1,VANDELAY LEAD28,lead3791@leads.io,2026-10-04,hot
LD-3793,CH-5,umbrella co lead29,lead3792@sales.net,03/27/2026,cold
LD-3794,CH-5,wayne enterprises lead30,lead3793@prospect.com,2025-11-01,HOT
LD-3795,CH-1,Blue Sun lead31,lead3794@sales.net,11/27/2026,hot
LD-3796,CH-3,Cyberdyne lead32,  lead3795@prospect.com  ,2026-12-11,HOT
LD-3797,CH-6,  Umbrella Co lead33  ,lead3796@sales.net,19-10-2026,cold
LD-3798,CH-5,Weyland-Yutani lead34,  lead3797@leads.io  ,2026-10-06,warm
LD-3799,CH-1,  Wayne Enterprises lead35  ,LEAD3798@SALES.NET,04/27/2025,hot
LD-3800,CH-3,  Stark Industries lead36  ,lead3799@prospect.com,19-06-2025,HOT
LD-3801,CH-5,black mesa lead37,lead3800@prospect.com,06/22/2025,cold
LD-3802,CH-3,Umbrella Co lead38,lead3801@sales.net,2026-05-06,hot
LD-3803,CH-3,Massive Dynamic lead39,  lead3802@sales.net  ,2025-05-09,hot
LD-3804,CH-7,Stark Industries lead40,LEAD3803@PROSPECT.COM,2026-08-03,HOT
LD-3805,CH-4,Oscorp lead41,  lead3804@sales.net  ,2025-12-16,HOT
LD-3806,CH-4,Globex lead42,  lead3805@sales.net  ,15-09-2025,warm
LD-3807,CH-6,Pied Piper lead43,  lead3806@prospect.com  ,03/21/2026,cold
LD-3808,CH-6,  Oscorp lead44  ,LEAD3807@PROSPECT.COM,2026-08-08,cold
LD-3809,CH-5,Pied Piper lead45,  lead3808@sales.net  ,02-09-2025,cold
LD-3810,CH-8,Blue Sun lead46,lead3809@leads.io,04-03-2026,warm
LD-3811,CH-5,WONKA LEAD47,LEAD3810@LEADS.IO,07/06/2025,hot
LD-3812,CH-8,Tyrell Corp lead48,  lead3811@prospect.com  ,11/23/2026,HOT
LD-3813,CH-7,Dunder Mifflin lead49,lead3812@sales.net,06/28/2025,hot
LD-3814,CH-1,Blue Sun lead50,lead3813@prospect.com,2026-12-24,hot
LD-3815,CH-3,Pied Piper lead51,LEAD3814@SALES.NET,2026-08-05,cold
LD-3816,CH-4,Initech lead52,lead3815@leads.io,04/01/2025,HOT
LD-3817,CH-2,ACME CORP LEAD53,lead3816@sales.net,2026-01-20,warm
LD-3818,CH-5,  Wayne Enterprises lead54  ,lead3817@sales.net,19-04-2026,hot
LD-3819,CH-7,  Umbrella Co lead55  ,lead3818@leads.io,04-10-2026,HOT
LD-3820,CH-1,UMBRELLA CO LEAD56,lead3819@prospect.com,10/24/2026,cold
LD-3821,CH-4,Stark Industries lead57,LEAD3820@PROSPECT.COM,11-03-2025,hot
LD-3822,CH-7,  Umbrella Co lead58  ,LEAD3821@SALES.NET,2025-12-01,HOT
LD-3823,CH-3,  Pied Piper lead59  ,lead3822@leads.io,07/19/2026,cold
LD-3824,CH-1,GLOBEX LEAD60,lead3823@sales.net,2025-01-01,HOT
LD-3825,CH-8,Blue Sun lead61,lead3824@sales.net,12/07/2025,warm
LD-3826,CH-2,Pied Piper lead62,lead3825@sales.net,07/15/2026,HOT
LD-3827,CH-6,WONKA LEAD63,  lead3826@sales.net  ,07/01/2025,HOT
LD-3828,CH-5,Dunder Mifflin lead64,lead3827@prospect.com,2026-07-09,HOT
LD-3829,CH-4,  Hooli lead65  ,lead3828@leads.io,06/18/2025,cold
LD-3830,CH-7,wonka lead66,LEAD3829@PROSPECT.COM,15-08-2026,warm
LD-3831,CH-1,TYRELL CORP LEAD67,lead3830@leads.io,2025-02-24,cold
LD-3832,CH-3,  Pied Piper lead68  ,lead3831@sales.net,09/12/2025,HOT
LD-3833,CH-5,PIED PIPER LEAD69,  lead3832@prospect.com  ,03/22/2025,hot
LD-3834,CH-2,ACME CORP LEAD70,lead3833@prospect.com,25-04-2026,hot
LD-3835,CH-6,  Tyrell Corp lead0  ,  lead3834@sales.net  ,2025-07-23,warm
LD-3836,CH-1,Oscorp lead1,lead3835@leads.io,06/18/2025,warm
LD-3837,CH-8,  Hooli lead2  ,  lead3836@prospect.com  ,07-04-2025,HOT
LD-3838,CH-1,aperture lead3,lead3837@prospect.com,2026-09-08,warm
LD-3839,CH-1,Wayne Enterprises lead4,  lead3838@prospect.com  ,2025-11-08,hot
LD-3840,CH-6,Massive Dynamic lead5,lead3839@sales.net,05-06-2026,HOT
LD-3841,CH-2,  Blue Sun lead6  ,lead3840@sales.net,04/01/2025,hot
LD-3842,CH-6,LexCorp lead7,lead3841@sales.net,2026-04-18,hot
LD-3843,CH-3,Blue Sun lead8,  lead3842@leads.io  ,11/23/2026,cold
LD-3844,CH-5,LexCorp lead9,lead3843@sales.net,05-07-2025,cold
LD-3845,CH-3,  Initech lead10  ,LEAD3844@LEADS.IO,08-10-2026,hot
LD-3846,CH-7,Wonka lead11,  lead3845@leads.io  ,2025-10-12,warm
LD-3847,CH-7,stark industries lead12,lead3846@prospect.com,2025-03-27,hot
LD-3848,CH-2,  Black Mesa lead13  ,LEAD3847@SALES.NET,20-10-2026,cold
LD-3849,CH-6,dunder mifflin lead14,LEAD3848@SALES.NET,2026-01-23,HOT
LD-3850,CH-6,tyrell corp lead15,lead3849@prospect.com,06/17/2025,cold
LD-3851,CH-3,  Initech lead16  ,lead3850@leads.io,2026-06-16,HOT
LD-3852,CH-4,Dunder Mifflin lead17,lead3851@sales.net,10/13/2025,warm
LD-3853,CH-2,Massive Dynamic lead18,lead3852@prospect.com,10/04/2025,warm
LD-3854,CH-2,Tyrell Corp lead19,lead3853@prospect.com,2025-05-10,cold
LD-3855,CH-3,WAYNE ENTERPRISES LEAD20,lead3854@prospect.com,2025-02-19,HOT
LD-3856,CH-2,Blue Sun lead21,LEAD3855@SALES.NET,15-10-2026,cold
LD-3857,CH-2,Globex lead22,  lead3856@sales.net  ,12/08/2025,cold
LD-3858,CH-1,  Cyberdyne lead23  ,  lead3857@prospect.com  ,14-12-2026,warm
LD-3859,CH-3,Initech lead24,lead3858@sales.net,2026-10-18,warm
LD-3860,CH-1,VANDELAY LEAD25,lead3859@sales.net,26-06-2025,hot
LD-3861,CH-5,Wonka lead26,LEAD3860@SALES.NET,07/06/2025,HOT
LD-3862,CH-7,Weyland-Yutani lead27,lead3861@sales.net,12/04/2025,HOT
LD-3863,CH-4,Umbrella Co lead28,lead3862@leads.io,16-10-2026,warm
LD-3864,CH-1,LEXCORP LEAD29,  lead3863@leads.io  ,12/23/2025,HOT
LD-3865,CH-5,INITECH LEAD30,lead3864@leads.io,12-12-2025,hot
LD-3866,CH-6,PIED PIPER LEAD31,lead3865@sales.net,2026-12-23,HOT
LD-3867,CH-5,LexCorp lead32,lead3866@prospect.com,2026-04-11,hot
LD-3868,CH-6,aperture lead33,lead3867@sales.net,2025-09-18,HOT
LD-3869,CH-7,blue sun lead34,LEAD3868@SALES.NET,11/28/2025,HOT
LD-3870,CH-8,  Wonka lead35  ,lead3869@prospect.com,18-03-2026,HOT
LD-3871,CH-5,Initech lead36,  lead3870@leads.io  ,2026-06-16,HOT
LD-3872,CH-6,Dunder Mifflin lead37,LEAD3871@SALES.NET,06/02/2026,HOT
LD-3873,CH-7,Stark Industries lead38,  lead3872@prospect.com  ,24-08-2026,warm
LD-3874,CH-4,blue sun lead39,lead3873@prospect.com,09/12/2025,warm
LD-3875,CH-4,WEYLAND-YUTANI LEAD40,LEAD3874@PROSPECT.COM,2026-08-09,hot
LD-3876,CH-1,  Oscorp lead41  ,LEAD3875@PROSPECT.COM,04-09-2025,hot
LD-3877,CH-8,Massive Dynamic lead42,lead3876@sales.net,11-08-2025,warm
LD-3878,CH-5,Vandelay lead43,lead3877@leads.io,2025-12-03,warm
LD-3879,CH-2,Initech lead44,lead3878@sales.net,11/17/2026,HOT
LD-3880,CH-4,Stark Industries lead45,  lead3879@prospect.com  ,2025-02-16,HOT
LD-3881,CH-2,DUNDER MIFFLIN LEAD46,  lead3880@sales.net  ,2025-08-25,warm
LD-3882,CH-7,Oscorp lead47,  lead3881@prospect.com  ,2025-11-12,warm
LD-3883,CH-7,Wonka lead48,lead3882@prospect.com,2025-05-23,hot
LD-3884,CH-3,HOOLI LEAD49,  lead3883@prospect.com  ,2025-10-28,HOT
LD-3885,CH-4,Stark Industries lead50,lead3884@sales.net,10/01/2026,cold
LD-3886,CH-8,DUNDER MIFFLIN LEAD51,LEAD3885@PROSPECT.COM,2026-03-07,cold
LD-3887,CH-3,  Initech lead52  ,lead3886@leads.io,12/05/2026,warm
LD-3888,CH-4,Weyland-Yutani lead53,lead3887@sales.net,01/21/2026,HOT
LD-3889,CH-5,BLACK MESA LEAD54,  lead3888@sales.net  ,2026-04-17,cold
LD-3890,CH-3,acme corp lead55,  lead3889@prospect.com  ,01/15/2025,cold
LD-3891,CH-4,Black Mesa lead56,lead3890@sales.net,09/03/2026,hot
LD-3892,CH-5,  Dunder Mifflin lead57  ,lead3891@prospect.com,02/01/2025,warm
LD-3893,CH-5,Wonka lead58,lead3892@sales.net,12/01/2025,cold
LD-3894,CH-1,  Hooli lead59  ,lead3893@prospect.com,2026-10-16,cold
LD-3895,CH-5,APERTURE LEAD60,lead3894@sales.net,28-01-2026,cold
LD-3896,CH-5,umbrella co lead61,  lead3895@prospect.com  ,2026-04-16,cold
LD-3897,CH-4,BLUE SUN LEAD62,LEAD3896@LEADS.IO,2025-02-07,hot
LD-3898,CH-1,Umbrella Co lead63,lead3897@leads.io,2026-11-11,HOT
LD-3899,CH-3,  Globex lead64  ,lead3898@leads.io,05/28/2026,hot
LD-3900,CH-1,DUNDER MIFFLIN LEAD65,lead3899@sales.net,2025-10-25,hot
LD-3901,CH-6,  Globex lead66  ,LEAD3900@SALES.NET,13-02-2026,cold
LD-3902,CH-1,  Initech lead67  ,lead3901@sales.net,2025-02-15,warm
LD-3903,CH-4,  Oscorp lead68  ,LEAD3902@LEADS.IO,2026-10-04,hot
LD-3904,CH-3,Acme Corp lead69,lead3903@sales.net,25-07-2026,warm
LD-3905,CH-1,Oscorp lead70,lead3904@prospect.com,2025-06-10,HOT
LD-3906,CH-6,cyberdyne lead0,  lead3905@leads.io  ,02/22/2025,cold
LD-3907,CH-3,Tyrell Corp lead1,LEAD3906@LEADS.IO,10/27/2026,warm
LD-3908,CH-2,Cyberdyne lead2,lead3907@leads.io,2026-09-15,warm
LD-3909,CH-3,  Pied Piper lead3  ,lead3908@prospect.com,25-04-2025,warm
LD-3910,CH-1,  Weyland-Yutani lead4  ,LEAD3909@SALES.NET,2026-07-03,hot
LD-3911,CH-8,WONKA LEAD5,LEAD3910@PROSPECT.COM,2026-04-16,HOT
LD-3912,CH-8,vandelay lead6,lead3911@leads.io,2025-08-08,cold
LD-3913,CH-6,Vandelay lead7,LEAD3912@PROSPECT.COM,03-11-2026,hot
LD-3914,CH-7,GLOBEX LEAD8,lead3913@prospect.com,2025-09-04,cold
LD-3915,CH-7,Oscorp lead9,lead3914@sales.net,01/03/2026,warm
LD-3916,CH-2,  Vandelay lead10  ,  lead3915@leads.io  ,01/01/2025,cold
LD-3917,CH-2,Hooli lead11,lead3916@prospect.com,2026-07-01,warm
LD-3918,CH-2,WONKA LEAD12,LEAD3917@PROSPECT.COM,12/17/2026,hot
LD-3919,CH-4,STARK INDUSTRIES LEAD13,lead3918@sales.net,09-03-2025,HOT
LD-3920,CH-8,CYBERDYNE LEAD14,lead3919@leads.io,2025-11-11,cold
LD-3921,CH-4,Aperture lead15,lead3920@prospect.com,2026-03-12,cold
LD-3922,CH-1,Pied Piper lead16,LEAD3921@LEADS.IO,08/28/2026,HOT
LD-3923,CH-6,LexCorp lead17,LEAD3922@PROSPECT.COM,07/09/2026,HOT
LD-3924,CH-7,Wayne Enterprises lead18,LEAD3923@SALES.NET,2025-03-18,cold
LD-3925,CH-5,Wonka lead19,  lead3924@prospect.com  ,02-11-2026,hot
LD-3926,CH-4,hooli lead20,lead3925@leads.io,2025-01-08,hot
LD-3927,CH-7,Aperture lead21,  lead3926@prospect.com  ,02-04-2025,cold
LD-3928,CH-3,GLOBEX LEAD22,lead3927@prospect.com,10/04/2025,hot
LD-3929,CH-4,Black Mesa lead23,lead3928@prospect.com,10/17/2025,HOT
LD-3930,CH-1,WAYNE ENTERPRISES LEAD24,lead3929@sales.net,2026-02-23,hot
LD-3931,CH-6,pied piper lead25,lead3930@leads.io,08/13/2025,warm
LD-3932,CH-6,  Dunder Mifflin lead26  ,lead3931@prospect.com,01/24/2025,warm
LD-3933,CH-5,stark industries lead27,lead3932@prospect.com,04/02/2026,warm
LD-3934,CH-3,Wayne Enterprises lead28,  lead3933@sales.net  ,2026-07-13,HOT
LD-3935,CH-3,  Globex lead29  ,lead3934@sales.net,03/13/2026,hot
LD-3936,CH-8,acme corp lead30,LEAD3935@PROSPECT.COM,11/14/2026,cold
LD-3937,CH-7,Aperture lead31,lead3936@sales.net,11/24/2026,HOT
LD-3938,CH-8,  Cyberdyne lead32  ,  lead3937@sales.net  ,2026-04-27,warm
LD-3939,CH-2,Aperture lead33,lead3938@sales.net,01/07/2025,warm
LD-3940,CH-6,Wonka lead34,LEAD3939@LEADS.IO,2025-03-14,cold
LD-3941,CH-6,Vandelay lead35,lead3940@sales.net,04/11/2026,HOT
LD-3942,CH-4,MASSIVE DYNAMIC LEAD36,  lead3941@leads.io  ,2026-03-19,cold
LD-3943,CH-3,  Aperture lead37  ,lead3942@prospect.com,2025-11-02,warm
LD-3944,CH-7,  Wonka lead38  ,lead3943@leads.io,2025-06-17,warm
LD-3945,CH-4,Tyrell Corp lead39,LEAD3944@LEADS.IO,2025-06-12,hot
LD-3946,CH-7,  Pied Piper lead40  ,lead3945@leads.io,2026-03-19,hot
LD-3947,CH-7,  Stark Industries lead41  ,lead3946@leads.io,03/03/2025,warm
LD-3948,CH-2,WEYLAND-YUTANI LEAD42,LEAD3947@SALES.NET,2025-04-26,hot
LD-3949,CH-7,VANDELAY LEAD43,lead3948@leads.io,04-02-2026,warm
LD-3950,CH-3,Oscorp lead44,lead3949@sales.net,2025-04-22,HOT
LD-3951,CH-8,Black Mesa lead45,lead3950@sales.net,2026-08-17,hot
LD-3952,CH-5,blue sun lead46,lead3951@prospect.com,07/10/2026,cold
LD-3953,CH-5,  LexCorp lead47  ,lead3952@sales.net,01/02/2025,warm
LD-3954,CH-4,Pied Piper lead48,lead3953@sales.net,2026-04-14,cold
LD-3955,CH-1,Oscorp lead49,lead3954@prospect.com,2026-10-07,cold
LD-3956,CH-2,PIED PIPER LEAD50,lead3955@leads.io,01/12/2025,cold
LD-3957,CH-3,  Stark Industries lead51  ,lead3956@leads.io,2026-04-23,warm
LD-3958,CH-2,Initech lead52,LEAD3957@SALES.NET,2025-11-09,cold
LD-3959,CH-8,BLACK MESA LEAD53,lead3958@leads.io,2026-02-04,HOT
LD-3960,CH-4,Weyland-Yutani lead54,LEAD3959@LEADS.IO,2026-02-04,warm
LD-3961,CH-5,Weyland-Yutani lead55,  lead3960@leads.io  ,10-10-2026,hot
LD-3962,CH-2,Massive Dynamic lead56,lead3961@leads.io,07/06/2025,cold
LD-3963,CH-6,Wonka lead57,lead3962@leads.io,2026-07-27,cold
LD-3964,CH-2,GLOBEX LEAD58,lead3963@sales.net,2025-10-27,warm
